priority_rank,action_type,topic,keyword,page_url,platform,reason,expected_impact,difficulty,next_action
509,improve_existing_article,general,activecampaign features pros cons notes,/activecampaign/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
510,improve_existing_article,general,adcreative ai features pros cons notes,/adcreative-ai/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
511,improve_existing_article,general,aeo action plan,/aeo-action-plan/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
512,improve_existing_article,general,aeo action plan ms smile ai hub,/aeo-action-plan/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
513,improve_existing_article,general,affiliate disclosure ms smile ai hub,/affiliate-disclosure/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
514,improve_existing_article,general,affordable email marketing platform,/compare/activecampaign-vs-mailchimp/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
515,improve_existing_article,AI coding tools,ai coding software,/ai-coding-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
516,improve_existing_article,AI coding tools,ai coding software research style for ms smile ai hub,/ai-coding-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
517,improve_existing_article,AI coding tools,ai coding tool for business,/best-ai-coding-tools-2026/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
518,improve_existing_article,general,ai design tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
519,improve_existing_article,general,ai meeting software,/ai-meeting-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
520,improve_existing_article,general,ai meeting software research style for ms smile ai hub,/ai-meeting-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
521,improve_existing_article,general,ai meeting tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
522,improve_existing_article,general,ai productivity software,/ai-productivity-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
523,improve_existing_article,general,ai productivity software research style for ms smile ai hub,/ai-productivity-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
524,improve_existing_article,general,ai productivity tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
525,improve_existing_article,AI SEO tools,ai seo software,/ai-seo-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
526,improve_existing_article,AI SEO tools,ai seo software research style for ms smile ai hub,/ai-seo-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
527,improve_existing_article,AI SEO tools,ai seo tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
528,improve_existing_article,general,ai video tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
529,improve_existing_article,general,ai voice software,/ai-voice-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
530,improve_existing_article,general,ai voice software research style for ms smile ai hub,/ai-voice-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
531,improve_existing_article,general,ai voice tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
532,improve_existing_article,AI writing tools,ai writing ms smile ai hub,/ai-writing-alternatives/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
533,improve_existing_article,AI writing tools,ai writing tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
534,improve_existing_article,general,author profile ms smile ai hub,/author-profile/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
535,improve_existing_article,AI automation tools,automation ms smile ai hub,/automation-alternatives/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
536,improve_existing_article,AI automation tools,automation software research style for ms smile ai hub,/automation-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
537,improve_existing_article,AI automation tools,automation tool for business,/blog/automation-tools-for-beginners/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
538,improve_existing_article,general,blog ms smile ai hub,/blog/ai-productivity-tools/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
539,improve_existing_article,general,canva features pros cons notes,/canva/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
540,improve_existing_article,general,categories ms smile ai hub,/categories/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
541,improve_existing_article,AI coding tools,chatgpt prompts for windsurf,/blog/chatgpt-prompts-for-windsurf/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
542,improve_existing_article,AI coding tools,chatgpt prompts for windsurf ms smile ai hub,/blog/chatgpt-prompts-for-windsurf/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
543,improve_existing_article,general,contact ms smile ai hub,/contact/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
544,improve_existing_article,AI writing tools,copy.ai features pros cons notes,/copy-ai/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
545,improve_existing_article,general,crm ms smile ai hub,/best-crm-tools/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
546,improve_existing_article,general,crm tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
547,improve_existing_article,AI coding tools,cursor ai a practical for developers and ai coders,/cursor-ai-review-a-practical-guide-for-developers-and-ai-coders/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
548,improve_existing_article,AI coding tools,cursor features pros cons notes,/cursor/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
549,improve_existing_article,general,descript features pros cons notes,/descript/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
550,improve_existing_article,general,disclosure ms smile ai hub,/affiliate-disclosure/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
551,improve_existing_article,general,durable features pros cons notes,/durable/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
552,improve_existing_article,general,editorial policy ms smile ai hub,/editorial-policy/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
553,improve_existing_article,general,elevenlabs features pros cons notes,/elevenlabs/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
554,improve_existing_article,general,email marketing software,/email-marketing-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
555,improve_existing_article,general,email marketing software research style for ms smile ai hub,/email-marketing-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
556,improve_existing_article,general,email marketing tool for business,/category/email-marketing-tools/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
557,improve_existing_article,general,framer features pros cons notes,/framer/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
558,improve_existing_article,general,gamma features pros cons notes,/gamma/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
559,improve_existing_article,AI coding tools,gi cursor nh ng i m c n ki m tra tr c khi mua ms smile ai hub,/cursor-pricing/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
560,improve_existing_article,general,gi elevenlabs nh ng i m c n ki m tra tr c khi mua ms smile ai hub,/elevenlabs-pricing/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
561,improve_existing_article,AI coding tools,gi github copilot nh ng i m c n ki m tra tr c khi mua ms smile ai hub,/github-copilot-pricing/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
562,improve_existing_article,AI writing tools,gi jasper nh ng i m c n ki m tra tr c khi mua ms smile ai hub,/jasper-pricing/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
563,improve_existing_article,AI automation tools,gi make nh ng i m c n ki m tra tr c khi mua ms smile ai hub,/make-pricing/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
564,improve_existing_article,AI SEO tools,gi semrush nh ng i m c n ki m tra tr c khi mua ms smile ai hub,/semrush-pricing/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
565,improve_existing_article,AI SEO tools,gi surfer seo nh ng i m c n ki m tra tr c khi mua ms smile ai hub,/surfer-seo-pricing/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
566,improve_existing_article,AI automation tools,gi zapier nh ng i m c n ki m tra tr c khi mua ms smile ai hub,/zapier-pricing/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
567,improve_existing_article,AI coding tools,github copilot features pros cons notes,/github-copilot/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
568,improve_existing_article,general,guides ms smile ai hub,/pricing/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
569,improve_existing_article,general,hubs ms smile ai hub,/comparisons/hubspot-vs-salesforce/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
570,improve_existing_article,general,hubspot features pros cons notes,/hubspot/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
571,improve_existing_article,AI writing tools,jasper ai features pros cons notes,/jasper/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
572,improve_existing_article,AI writing tools,jasper features pros cons notes,/jasper/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
573,improve_existing_article,AI automation tools,make features pros cons notes,/make/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
574,improve_existing_article,general,marketing software research style for ms smile ai hub,/email-marketing-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
575,improve_existing_article,general,marketing tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
576,improve_existing_article,general,media kit ms smile ai hub,/media-kit/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
577,improve_existing_article,general,month ms smile ai hub,/blog/ai-tools-under-20-month/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
578,improve_existing_article,general,notion ai features pros cons notes,/notion/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
579,improve_existing_article,general,notion features pros cons notes,/notion/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
580,improve_existing_article,general,pipedrive crm features pros cons notes,/pipedrive-crm/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
581,improve_existing_article,general,pipedrive features pros cons notes,/pipedrive/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
582,improve_existing_article,general,privacy policy ms smile ai hub,/privacy/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
583,improve_existing_article,general,productivity tool for business,/blog/best-ai-tools-for-small-business/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
584,improve_existing_article,general,reclaim ai features pros cons notes,/reclaim-ai/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
585,improve_existing_article,general,redirecting ms smile ai hub,/reviews/activecampaign/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
586,improve_existing_article,general,runway features pros cons notes,/runway/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
587,improve_existing_article,AI SEO tools,semrush features pros cons notes,/semrush/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
588,improve_existing_article,general,sitemap ms smile ai hub,/sitemap/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
589,improve_existing_article,AI SEO tools,surfer seo features pros cons notes,/surfer-seo/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
590,improve_existing_article,general,synthesia features pros cons notes,/synthesia/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
591,improve_existing_article,general,terms ms smile ai hub,/terms/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
592,improve_existing_article,general,testing methodology ms smile ai hub,/testing-methodology/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
593,improve_existing_article,general,webflow ai features pros cons notes,/webflow/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
594,improve_existing_article,general,webflow features pros cons notes,/webflow/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
595,improve_existing_article,general,website builder software,/website-builder-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
596,improve_existing_article,general,website builder software research style for ms smile ai hub,/website-builder-software-review/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
597,improve_existing_article,general,website builder tool for business,/category/website-builder-tools/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
598,improve_existing_article,general,website builders hub ms smile ai hub,/best-website-builders/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
599,improve_existing_article,general,website builders ms smile ai hub,/best-website-builders/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
600,improve_existing_article,AI coding tools,windsurf prompt checklist,/blog/windsurf-prompt-checklist/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
601,improve_existing_article,AI coding tools,windsurf prompt checklist ms smile ai hub,/blog/windsurf-prompt-checklist/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
602,improve_existing_article,AI automation tools,zapier features pros cons notes,/zapier/,,keyword priority 37; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
603,improve_existing_article,AI automation tools,best ai automation tools,/best-ai-automation-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
604,improve_existing_article,AI automation tools,best ai automation tools 2026,/best-ai-automation-tools-2026/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
605,improve_existing_article,AI automation tools,best ai automation tools ms smile ai hub,/best-ai-automation-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
606,improve_existing_article,AI coding tools,best ai coding tools,/best-ai-coding-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
607,improve_existing_article,AI coding tools,best ai coding tools 2026,/best-ai-coding-tools-2026/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
608,improve_existing_article,AI coding tools,best ai coding tools ms smile ai hub,/best-ai-coding-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
609,improve_existing_article,general,best ai design tools,/category/design-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
610,improve_existing_article,general,best ai presentation tools,/best-ai-presentation-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
611,improve_existing_article,general,best ai presentation tools ms smile ai hub,/best-ai-presentation-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
612,improve_existing_article,AI SEO tools,best ai seo tools,/best-ai-seo-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
613,improve_existing_article,AI SEO tools,best ai seo tools 2026,/best-ai-seo-tools-2026/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
614,improve_existing_article,AI SEO tools,best ai seo tools for practical teams,/best-ai-coding-tools-2026/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
615,improve_existing_article,AI SEO tools,best ai seo tools ms smile ai hub,/best-ai-seo-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
616,improve_existing_article,general,best ai video tools,/best-ai-video-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
617,improve_existing_article,general,best ai video tools 2026,/best-ai-video-tools-2026/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
618,improve_existing_article,general,best ai video tools ms smile ai hub,/best-ai-video-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
619,improve_existing_article,general,best ai voice generators,/blog/best-ai-voice-generators/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
620,improve_existing_article,general,best ai voice generators ms smile ai hub,/blog/best-ai-voice-generators/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
621,improve_existing_article,AI writing tools,best ai writing tools,/best-ai-writing-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
622,improve_existing_article,AI writing tools,best ai writing tools 2026,/best-ai-writing-tools-2026/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
623,improve_existing_article,AI writing tools,best ai writing tools ms smile ai hub,/best-ai-writing-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
624,improve_existing_article,AI automation tools,best automation tools,/best-ai-automation-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
625,improve_existing_article,general,best crm for startups,/blog/best-crm-for-startups/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
626,improve_existing_article,general,best crm for startups ms smile ai hub,/blog/best-crm-for-startups/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
627,improve_existing_article,general,best crm tools,/best-crm-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
628,improve_existing_article,general,best crm tools ms smile ai hub,/best-crm-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
629,improve_existing_article,general,best email marketing software,/category/email-marketing-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
630,improve_existing_article,general,best email marketing tools,/category/email-marketing-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
631,improve_existing_article,general,best marketing tools,/category/email-marketing-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
632,improve_existing_article,general,best website builder software,/best-website-builders/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
633,improve_existing_article,general,best website builder tools,/category/website-builder-tools/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
634,improve_existing_article,general,best website builders,/best-website-builders/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
635,improve_existing_article,general,best website builders ms smile ai hub,/best-website-builders/,,keyword priority 39; content gap: thin_content,low,medium,expand_content_depth
636,improve_existing_article,general,about,/about/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
637,improve_existing_article,general,about author,/about-author/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
638,improve_existing_article,general,activecampaign,/activecampaign/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
639,improve_existing_article,general,adcreative ai,/adcreative-ai/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
640,improve_existing_article,general,affiliate disclosure,/affiliate-disclosure/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
641,improve_existing_article,AI automation tools,ai automation,/hub/ai-automation/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
642,improve_existing_article,AI coding tools,ai coding,/hub/ai-coding/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
643,improve_existing_article,general,ai presentation,/hub/ai-presentation/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
644,improve_existing_article,AI SEO tools,ai seo,/hub/ai-seo/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
645,improve_existing_article,general,ai video,/hub/ai-video/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
646,improve_existing_article,general,ai voice,/hub/ai-voice/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
647,improve_existing_article,AI writing tools,ai writing,/category/ai-writing/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
648,improve_existing_article,general,author profile,/author-profile/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
649,improve_existing_article,AI automation tools,automation,/category/automation/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
650,improve_existing_article,AI automation tools,automation software,/automation-software-review/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
651,improve_existing_article,general,canva,/canva/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
652,improve_existing_article,general,categories,/categories/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
653,improve_existing_article,general,contact,/contact/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
654,improve_existing_article,AI writing tools,copy ai,/copy-ai/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
655,improve_existing_article,AI coding tools,cursor,/cursor/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
656,improve_existing_article,general,descript,/descript/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
657,improve_existing_article,general,disclosure,/disclosure/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
658,improve_existing_article,general,durable,/durable/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
659,improve_existing_article,general,editorial policy,/editorial-policy/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
660,improve_existing_article,general,elevenlabs,/elevenlabs/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
661,improve_existing_article,general,email marketing,/hub/email-marketing/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
662,improve_existing_article,general,framer,/framer/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
663,improve_existing_article,general,gamma,/gamma/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
664,improve_existing_article,AI coding tools,github copilot,/github-copilot/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
665,improve_existing_article,general,grammarly,/pricing/grammarly/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
666,improve_existing_article,general,homepage,/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
667,improve_existing_article,general,hubspot,/hubspot/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
668,improve_existing_article,AI writing tools,jasper,/jasper/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
669,improve_existing_article,AI writing tools,jasper ai,/jasper-ai/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
670,improve_existing_article,general,mailchimp,/pricing/mailchimp/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
671,improve_existing_article,AI automation tools,make note,/make/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
672,improve_existing_article,general,marketing,/hub/marketing/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
673,improve_existing_article,general,marketing software,/email-marketing-software-review/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
674,improve_existing_article,general,media kit,/media-kit/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
675,improve_existing_article,general,notion,/notion/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
676,improve_existing_article,general,notion ai,/notion-ai/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
677,improve_existing_article,general,pictory,/pricing/pictory/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
678,improve_existing_article,general,pipedrive,/pipedrive/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
679,improve_existing_article,general,pipedrive crm,/pipedrive-crm/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
680,improve_existing_article,general,privacy,/privacy/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
681,improve_existing_article,general,privacy policy,/privacy-policy/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
682,improve_existing_article,general,productivity,/hub/productivity/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
683,improve_existing_article,general,reclaim ai,/reclaim-ai/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
684,improve_existing_article,general,runway,/review/runway/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
685,improve_existing_article,AI SEO tools,semrush,/pricing/semrush/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
686,improve_existing_article,general,sitemap,/sitemap/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
687,improve_existing_article,AI SEO tools,surfer seo,/review/surfer-seo/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
688,improve_existing_article,general,synthesia,/review/synthesia/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
689,improve_existing_article,general,terms,/terms/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
690,improve_existing_article,general,testing methodology,/testing-methodology/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
691,improve_existing_article,general,webflow,/review/webflow/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
692,improve_existing_article,general,webflow ai,/review/webflow-ai/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
693,improve_existing_article,general,website builders,/category/website-builders/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
694,improve_existing_article,AI coding tools,windsurf,/reviews/windsurf/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
695,improve_existing_article,AI automation tools,zapier,/pricing/zapier/,,keyword priority 35; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
696,improve_existing_article,AI automation tools,ai automation tools,/category/ai-automation-tools/,,keyword priority 34; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
697,improve_existing_article,AI automation tools,ai automation tools and failure states,/category/automation-tools/,,keyword priority 34; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
698,improve_existing_article,AI automation tools,ai automation tools hub ms smile ai hub,/best-ai-automation-tools/,,keyword priority 34; content gap: thin_content; high-intent review keyword,low,medium,expand_content_depth
